label,id,filepath,sentence
1,piece73,midi/Donkey_Kong_Country_2_BayouBoogie_768_832,"t_119 v_96 d_half_1 n_50 v_96 d_eighth_0 n_77 . . v_96 d_16th_0 n_76 . v_96 d_eighth_1 n_74 . . . v_96 d_quarter_0 n_72 . . . . v_96 d_eighth_0 n_79 . . v_96 d_quarter_0 n_52 v_96 d_eighth_0 n_72 . . v_96 d_whole_0 n_72 . . v_96 d_half_1 n_53 . . . . . . . . . . . . v_96 d_quarter_0 n_53 . . . . v_96 d_half_1 n_53 v_96 d_16th_0 n_69 . v_96 d_16th_0 n_71 . v_96 d_eighth_0 n_72 . . v_96 d_16th_0 n_72 . v_96 d_16th_0 n_74 . v_96 d_eighth_0 n_76 . . v_96 d_quarter_0 n_76 . . . . v_96 d_quarter_0 n_55 v_96 d_eighth_0 n_74 . . v_96 d_whole_0 n_76 . . v_96 d_whole_0 n_45 . . . . . . . . . . . . . . . . 
"
1,piece74,midi/Shadow_of_the_Colossus_TheOpenedWay_768_832,"t_133 v_64 d_quarter_0 n_22 v_64 d_quarter_0 n_34 v_64 d_quarter_0 n_58 v_64 d_quarter_0 n_70 . . . . v_60 d_quarter_0 n_58 v_60 d_quarter_0 n_70 . . . . v_60 d_quarter_0 n_22 v_60 d_quarter_0 n_34 v_60 d_quarter_0 n_58 v_60 d_quarter_0 n_70 . . . . v_60 d_quarter_0 n_58 v_60 d_quarter_0 n_70 . . . . v_64 d_quarter_0 n_22 v_64 d_quarter_0 n_34 v_64 d_quarter_0 n_58 v_64 d_quarter_0 n_70 . . . . v_60 d_quarter_0 n_58 v_60 d_quarter_0 n_70 . . . . v_60 d_quarter_0 n_22 v_60 d_quarter_0 n_34 v_64 d_16th_0 n_58 v_64 d_16th_0 n_70 . v_64 d_16th_0 n_69 . v_64 d_16th_0 n_67 . v_64 d_16th_0 n_65 . v_64 d_16th_0 n_64 . . . . . . . . v_56 d_quarter_0 n_22 v_56 d_quarter_0 n_34 v_64 d_16th_0 n_58 v_64 d_16th_0 n_70 . v_64 d_16th_0 n_69 . v_64 d_16th_0 n_67 . v_64 d_16th_0 n_65 . v_64 d_16th_0 n_64 . . . . . . . . . . . . v_64 d_half_0 n_52 v_52 d_eighth_0 n_64 . . v_52 d_eighth_0 n_67 . . v_52 d_eighth_0 n_71 . . v_52 d_eighth_0 n_67 . . v_64 d_quarter_0 n_52 v_52 d_eighth_0 n_64 . . v_52 d_eighth_0 n_67 . . 
"
1,piece65,midi/Super_Mario_World_Overworld_256_320,"t_132 v_100 d_eighth_0 n_38 v_124 d_16th_0 n_69 . v_124 d_16th_0 n_65 . v_124 d_eighth_0 n_60 . . v_100 d_eighth_0 n_38 v_124 d_eighth_1 n_62 . . . v_124 d_half_0 n_65 . v_100 d_eighth_0 n_37 . . . . v_100 d_eighth_0 n_37 . . . v_124 d_16th_0 n_62 . v_100 d_eighth_0 n_36 v_124 d_eighth_0 n_72 . . v_124 d_eighth_0 n_74 . . v_124 d_eighth_0 n_72 . . v_124 d_eighth_0 n_74 . . v_124 d_eighth_1 n_72 . . v_100 d_eighth_0 n_36 . v_124 d_16th_0 n_60 . v_100 d_eighth_0 n_38 v_124 d_16th_0 n_70 . v_124 d_16th_0 n_69 . v_100 d_eighth_0 n_40 v_124 d_eighth_0 n_67 . . v_100 d_eighth_0 n_41 v_124 d_eighth_0 n_65 . . . . v_100 d_eighth_0 n_36 . . . . v_100 d_eighth_0 n_41 . . . . v_100 d_eighth_0 n_41 . . . . v_100 d_eighth_0 n_46 v_100 d_16th_0 n_74 v_100 d_16th_0 n_77 . v_100 d_eighth_0 n_70 v_100 d_eighth_0 n_74 . v_100 d_eighth_0 n_45 . v_100 d_eighth_1 n_74 v_100 d_eighth_1 n_77 . v_100 d_eighth_0 n_46 . . v_100 d_eighth_0 n_47 v_100 d_eighth_0 n_76 v_100 d_eighth_0 n_79 . . v_100 d_eighth_0 n_48 v_100 d_16th_0 n_77 v_100 d_16th_0 n_81 . v_100 d_16th_0 n_76 v_100 d_16th_0 n_80 . v_100 d_eighth_0 n_49 v_100 d_16th_0 n_75 v_100 d_16th_0 n_79 . v_100 d_quarter_0 n_74 v_100 d_quarter_0 n_78 . v_100 d_eighth_0 n_50 . . v_100 d_eighth_0 n_45 . . 
"
1,piece87,midi/Donkey_Kong_Country_2_HotHeadBop_448_512,"t_109 v_56 d_16th_0 n_33 . v_52 d_16th_0 n_33 . . . . . v_52 d_16th_0 n_33 . v_52 d_16th_0 n_33 . . . . . . . . v_52 d_16th_0 n_33 . v_56 d_16th_0 n_33 . v_52 d_16th_0 n_33 . . . . v_52 d_16th_0 n_33 . v_52 d_16th_0 n_33 . v_52 d_16th_0 n_33 . . . v_64 d_eighth_0 n_28 . . v_64 d_eighth_0 n_31 . . v_64 d_eighth_0 n_32 . . v_56 d_16th_0 n_33 . v_52 d_16th_0 n_33 . . . . . v_52 d_16th_0 n_33 . v_52 d_16th_0 n_33 . . . . . . . . v_52 d_16th_0 n_33 . v_56 d_16th_0 n_33 . v_52 d_16th_0 n_33 . . . . v_52 d_16th_0 n_33 . v_52 d_16th_0 n_33 . v_52 d_16th_0 n_33 . . . v_64 d_eighth_0 n_33 . . v_64 d_eighth_0 n_34 . . v_64 d_eighth_0 n_35 . . 
"
-1,piece80,midi/Final_Fantasy_7_AnxiousHeart_192_256,"t_70 v_100 d_whole_0 n_50 v_100 d_whole_0 n_57 v_100 d_whole_0 n_62 v_100 d_eighth_0 n_81 v_100 d_eighth_0 n_89 . . v_100 d_eighth_0 n_88 . . v_100 d_eighth_0 n_86 . . v_100 d_eighth_0 n_81 . . v_100 d_eighth_0 n_77 . . v_100 d_eighth_0 n_76 . . v_100 d_eighth_0 n_74 . . v_100 d_eighth_0 n_69 . . v_100 d_whole_0 n_53 v_100 d_whole_0 n_56 v_100 d_whole_0 n_60 v_100 d_eighth_0 n_65 v_100 d_eighth_0 n_77 . . v_100 d_eighth_0 n_67 . . v_100 d_eighth_0 n_68 . . v_100 d_eighth_0 n_72 . . v_100 d_eighth_0 n_77 . . v_100 d_eighth_0 n_79 . . v_100 d_eighth_0 n_80 . . v_100 d_eighth_0 n_84 . . v_100 d_whole_0 n_50 v_100 d_whole_0 n_53 v_100 d_whole_0 n_57 v_100 d_whole_0 n_62 v_100 d_eighth_0 n_74 v_100 d_eighth_0 n_86 . . v_100 d_eighth_0 n_81 . . v_100 d_eighth_0 n_77 . . v_100 d_eighth_0 n_76 . . v_100 d_eighth_0 n_74 . . v_100 d_eighth_0 n_69 . . v_100 d_eighth_0 n_65 . . v_100 d_eighth_0 n_64 . . v_100 d_whole_0 n_53 v_100 d_whole_0 n_56 v_100 d_whole_0 n_60 v_100 d_eighth_0 n_65 v_100 d_eighth_0 n_77 . . v_100 d_eighth_0 n_67 . . v_100 d_eighth_0 n_68 . . v_100 d_eighth_0 n_72 . . v_100 d_eighth_0 n_77 . . v_100 d_eighth_0 n_79 . . v_100 d_eighth_0 n_80 . . v_100 d_16th_0 n_77 v_100 d_eighth_0 n_84 . v_100 d_16th_0 n_76 . 
"
1,piece70,midi/BanjoKazooie_Ending_192_256,"t_109 v_68 d_quarter_0 n_40 v_68 d_quarter_0 n_72 v_68 d_quarter_0 n_76 . . . . v_52 d_eighth_0 n_79 v_52 d_eighth_0 n_84 . . v_48 d_eighth_1 n_79 v_48 d_eighth_1 n_84 . v_64 d_16th_0 n_39 . v_64 d_quarter_0 n_40 t_109 . t_107 . t_107 . t_107 . v_64 d_quarter_0 n_43 t_107 . t_107 . t_107 . t_105 . t_109 . . . v_64 d_quarter_0 n_36 . . v_60 d_quarter_0 n_79 v_60 d_quarter_0 n_84 . . v_64 d_16th_0 n_39 . v_64 d_quarter_0 n_40 . v_60 d_eighth_0 n_79 v_60 d_eighth_0 n_84 . . v_60 d_16th_0 n_77 v_60 d_16th_0 n_81 . v_64 d_quarter_0 n_43 . v_60 d_eighth_1 n_76 v_60 d_eighth_1 n_79 . . . v_68 d_quarter_0 n_29 v_68 d_quarter_0 n_72 v_68 d_quarter_0 n_77 . . . . v_52 d_eighth_0 n_77 v_52 d_eighth_0 n_81 . . v_48 d_eighth_1 n_77 v_48 d_eighth_1 n_81 . v_64 d_16th_0 n_30 . v_64 d_quarter_0 n_33 . . . . v_64 d_quarter_0 n_36 . . . . . . . v_64 d_quarter_0 n_31 . . v_68 d_quarter_0 n_79 v_68 d_quarter_0 n_83 . . v_64 d_16th_0 n_31 . v_64 d_quarter_0 n_35 . v_64 d_eighth_0 n_79 v_64 d_eighth_0 n_83 . . v_68 d_16th_0 n_77 v_68 d_16th_0 n_81 . v_64 d_quarter_0 n_38 . v_68 d_eighth_1 n_76 v_68 d_eighth_1 n_79 . . . 
"
1,piece45,midi/Super_Mario_Bros_MainTheme_256_320,"t_98 v_108 d_16th_0 n_38 v_108 d_16th_0 n_50 v_108 d_16th_0 n_66 v_108 d_16th_0 n_76 . v_108 d_16th_0 n_38 v_108 d_16th_0 n_50 v_108 d_16th_0 n_66 v_108 d_16th_0 n_76 . . v_108 d_16th_0 n_38 v_108 d_16th_0 n_50 v_108 d_16th_0 n_66 v_108 d_16th_0 n_76 . . v_108 d_16th_0 n_38 v_108 d_16th_0 n_50 v_108 d_16th_0 n_66 v_108 d_16th_0 n_72 . v_108 d_16th_0 n_38 v_108 d_16th_0 n_50 v_108 d_16th_0 n_66 v_108 d_16th_0 n_76 . . v_108 d_16th_0 n_43 v_108 d_16th_0 n_55 v_108 d_16th_0 n_67 v_108 d_16th_0 n_71 v_108 d_16th_0 n_79 . . . . v_108 d_16th_0 n_43 v_108 d_16th_0 n_55 v_108 d_16th_0 n_67 . . . . v_108 d_16th_0 n_48 v_108 d_16th_0 n_55 v_108 d_16th_0 n_64 v_108 d_16th_0 n_72 . . . v_108 d_16th_0 n_48 v_108 d_16th_0 n_52 v_108 d_16th_0 n_60 v_108 d_16th_0 n_67 . . . v_108 d_16th_0 n_48 v_108 d_16th_0 n_55 v_108 d_16th_0 n_64 . . . v_108 d_16th_0 n_53 v_108 d_16th_0 n_60 v_108 d_16th_0 n_69 . . v_108 d_16th_0 n_55 v_108 d_16th_0 n_62 v_108 d_16th_0 n_71 . . v_108 d_16th_0 n_54 v_108 d_16th_0 n_61 v_108 d_16th_0 n_70 . v_108 d_16th_0 n_53 v_108 d_16th_0 n_60 v_108 d_16th_0 n_69 . . v_108 d_16th_0 n_52 v_108 d_16th_0 n_60 v_108 d_16th_0 n_67 . v_108 d_16th_0 n_55 v_108 d_16th_0 n_60 v_108 d_16th_0 n_67 v_108 d_16th_0 n_76 . v_108 d_16th_0 n_60 v_108 d_16th_0 n_64 v_108 d_16th_0 n_71 v_108 d_16th_0 n_79 . . v_108 d_16th_0 n_57 v_108 d_16th_0 n_65 v_108 d_16th_0 n_72 v_108 d_16th_0 n_81 . . v_108 d_16th_0 n_62 v_108 d_16th_0 n_69 v_108 d_16th_0 n_77 . v_108 d_eighth_0 n_64 v_108 d_eighth_0 n_71 v_108 d_eighth_0 n_79 . . v_108 d_16th_0 n_57 v_108 d_16th_0 n_60 v_108 d_16th_0 n_69 v_108 d_16th_0 n_76 . . v_108 d_16th_0 n_57 v_108 d_16th_0 n_64 v_108 d_16th_0 n_72 . v_108 d_16th_0 n_59 v_108 d_16th_0 n_65 v_108 d_16th_0 n_74 . v_108 d_16th_0 n_55 v_108 d_16th_0 n_62 v_108 d_16th_0 n_71 . . . v_108 d_16th_0 n_48 v_108 d_16th_0 n_55 v_108 d_16th_0 n_64 v_108 d_16th_0 n_72 . . . v_108 d_16th_0 n_48 v_108 d_16th_0 n_52 v_108 d_16th_0 n_60 v_108 d_16th_0 n_67 . . . v_108 d_16th_0 n_48 v_108 d_16th_0 n_55 v_108 d_16th_0 n_64 . . . v_108 d_16th_0 n_53 v_108 d_16th_0 n_60 v_108 d_16th_0 n_69 . . v_108 d_16th_0 n_55 v_108 d_16th_0 n_62 v_108 d_16th_0 n_71 . . v_108 d_16th_0 n_54 v_108 d_16th_0 n_61 v_108 d_16th_0 n_70 . v_108 d_16th_0 n_53 v_108 d_16th_0 n_60 v_108 d_16th_0 n_69 . . 
"
-1,piece84,midi/Legend_Of_Zelda_The_Majoras_Mask_ChaseTheme_0_64,"v_104 d_16th_0 n_59 t_89 . v_104 d_16th_0 n_56 . v_104 d_16th_0 n_53 . v_104 d_16th_0 n_59 . v_104 d_16th_0 n_56 . v_104 d_16th_0 n_53 . v_104 d_16th_0 n_59 . v_104 d_16th_0 n_56 . v_104 d_16th_0 n_53 . v_104 d_16th_0 n_59 . v_104 d_16th_0 n_56 . v_104 d_16th_0 n_53 . v_104 d_16th_0 n_59 . v_104 d_16th_0 n_53 . v_104 d_16th_0 n_62 . v_104 d_16th_0 n_56 . v_104 d_16th_0 n_59 . v_104 d_16th_0 n_56 . v_104 d_16th_0 n_53 . v_104 d_16th_0 n_59 . v_104 d_16th_0 n_56 . v_104 d_16th_0 n_53 . v_104 d_16th_0 n_59 . v_104 d_16th_0 n_56 . v_104 d_16th_0 n_53 . v_104 d_16th_0 n_59 . v_104 d_16th_0 n_56 . v_104 d_16th_0 n_53 . v_104 d_16th_0 n_59 . v_104 d_16th_0 n_53 . v_104 d_16th_0 n_62 . v_104 d_16th_0 n_53 . v_104 d_16th_0 n_58 . v_104 d_16th_0 n_55 . v_104 d_16th_0 n_52 . v_104 d_16th_0 n_58 . v_104 d_16th_0 n_55 . v_104 d_16th_0 n_52 . v_104 d_16th_0 n_58 . v_104 d_16th_0 n_55 . v_104 d_16th_0 n_52 . v_104 d_16th_0 n_58 . v_104 d_16th_0 n_55 . v_104 d_16th_0 n_52 . v_104 d_16th_0 n_58 . v_104 d_16th_0 n_52 . v_104 d_16th_0 n_61 . v_104 d_16th_0 n_55 . v_104 d_16th_0 n_58 . v_104 d_16th_0 n_55 . v_104 d_16th_0 n_52 . v_104 d_16th_0 n_58 . v_104 d_16th_0 n_55 . v_104 d_16th_0 n_52 . v_104 d_16th_0 n_58 . v_104 d_16th_0 n_55 . v_104 d_16th_0 n_52 . v_104 d_16th_0 n_58 . v_104 d_16th_0 n_55 . v_104 d_16th_0 n_52 . v_104 d_16th_0 n_58 . v_104 d_16th_0 n_52 . v_104 d_16th_0 n_61 . v_104 d_16th_0 n_52 . 
"
1,piece63,midi/Legend_Of_Zelda_The_Ocarina_Of_Time_HyruleCastleTown_128_192,"t_133 v_108 d_eighth_1 n_43 v_108 d_eighth_1 n_74 v_108 d_eighth_1 n_83 v_108 d_eighth_1 n_86 . . . . v_108 d_eighth_1 n_55 v_108 d_eighth_1 n_59 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_74 v_108 d_eighth_1 n_83 v_108 d_eighth_1 n_86 . . . . v_108 d_eighth_1 n_45 v_108 d_16th_0 n_74 v_108 d_16th_0 n_83 v_108 d_16th_0 n_86 . v_108 d_16th_0 n_72 v_108 d_16th_0 n_81 v_108 d_16th_0 n_84 . v_108 d_16th_0 n_71 v_108 d_16th_0 n_79 v_108 d_16th_0 n_83 . . v_108 d_eighth_1 n_55 v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_64 v_108 d_eighth_1 n_72 v_108 d_eighth_1 n_81 v_108 d_eighth_1 n_84 . . . . v_108 d_eighth_1 n_47 v_108 d_eighth_1 n_74 v_108 d_eighth_1 n_83 v_108 d_eighth_1 n_86 . . . . v_108 d_eighth_1 n_55 v_108 d_eighth_1 n_59 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_74 v_108 d_eighth_1 n_83 v_108 d_eighth_1 n_86 . . . . v_108 d_eighth_1 n_48 v_108 d_16th_0 n_76 v_108 d_16th_0 n_84 v_108 d_16th_0 n_88 . v_108 d_16th_0 n_78 v_108 d_16th_0 n_86 v_108 d_16th_0 n_90 . v_108 d_16th_0 n_79 v_108 d_16th_0 n_86 v_108 d_16th_0 n_91 . . v_108 d_eighth_1 n_55 v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_64 v_108 d_eighth_1 n_74 v_108 d_eighth_1 n_83 v_108 d_eighth_1 n_86 . . . . v_108 d_eighth_1 n_43 v_108 d_eighth_1 n_74 v_108 d_eighth_1 n_83 v_108 d_eighth_1 n_86 . . . . v_108 d_eighth_1 n_55 v_108 d_eighth_1 n_59 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_74 v_108 d_eighth_1 n_83 v_108 d_eighth_1 n_86 . . . . v_108 d_eighth_1 n_45 v_108 d_16th_0 n_74 v_108 d_16th_0 n_83 v_108 d_16th_0 n_86 . v_108 d_16th_0 n_72 v_108 d_16th_0 n_81 v_108 d_16th_0 n_84 . v_108 d_16th_0 n_71 v_108 d_16th_0 n_79 v_108 d_16th_0 n_83 . . v_108 d_eighth_1 n_55 v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_64 v_108 d_eighth_1 n_72 v_108 d_eighth_1 n_81 v_108 d_eighth_1 n_84 . . . . v_108 d_eighth_1 n_48 v_108 d_eighth_1 n_55 v_108 d_eighth_1 n_60 v_108 d_eighth_1 n_64 v_108 d_16th_0 n_74 v_108 d_16th_0 n_83 v_108 d_16th_0 n_86 . v_108 d_16th_0 n_72 v_108 d_16th_0 n_81 v_108 d_16th_0 n_84 . v_108 d_16th_0 n_71 v_108 d_16th_0 n_79 v_108 d_16th_0 n_83 . . v_108 d_eighth_1 n_50 v_108 d_eighth_1 n_57 v_108 d_eighth_1 n_62 v_108 d_eighth_1 n_66 v_108 d_16th_0 n_72 v_108 d_16th_0 n_81 v_108 d_16th_0 n_84 . v_108 d_16th_0 n_71 v_108 d_16th_0 n_79 v_108 d_16th_0 n_83 . v_108 d_16th_0 n_69 v_108 d_16th_0 n_78 v_108 d_16th_0 n_81 . . v_108 d_quarter_2 n_43 v_108 d_quarter_2 n_55 v_108 d_quarter_2 n_59 v_108 d_quarter_2 n_62 v_108 d_quarter_2 n_67 v_108 d_quarter_2 n_74 v_108 d_quarter_2 n_79 . . . . . . . . 
"
-1,piece9,midi/Legend_Of_Zelda_The_Majoras_Mask_StoneTempleTower_0_64,"v_60 d_whole_0 n_45 v_60 d_whole_0 n_52 t_98 . . . . . . . . . . . . . . . . v_68 d_half_0 n_46 v_68 d_half_0 n_53 . . . . . . . . v_64 d_half_0 n_43 v_64 d_half_0 n_50 t_98 . t_98 . t_98 . t_98 . t_96 . t_96 . t_96 . t_96 . v_60 d_whole_0 n_45 v_60 d_whole_0 n_52 t_98 . . . . . . . . . . . . . . . . v_68 d_half_0 n_46 v_68 d_half_0 n_53 . . . . . . . . v_64 d_half_0 n_45 v_64 d_half_0 n_52 t_98 . t_98 . t_98 . t_96 . t_96 . t_96 . t_96 . t_95 . 
"
1,piece67,midi/Legend_Of_Zelda_The_Majoras_Mask_ClockTown_256_320,"t_158 v_108 d_eighth_0 n_57 v_108 d_eighth_0 n_73 . . v_108 d_eighth_0 n_61 v_108 d_quarter_0 n_69 . . v_108 d_eighth_0 n_57 . . v_108 d_eighth_0 n_61 . . v_108 d_eighth_0 n_47 v_108 d_quarter_0 n_59 v_108 d_eighth_0 n_79 . . v_108 d_eighth_0 n_54 v_108 d_eighth_0 n_78 . . v_108 d_eighth_0 n_59 v_108 d_eighth_0 n_79 . . v_108 d_eighth_0 n_49 v_108 d_quarter_0 n_61 v_108 d_quarter_0 n_78 . . v_108 d_eighth_0 n_57 . . v_108 d_eighth_0 n_61 v_108 d_eighth_0 n_73 . . v_108 d_half_0 n_62 v_108 d_half_0 n_74 . . . . v_108 d_eighth_0 n_61 . . v_108 d_eighth_1 n_62 . . . . v_108 d_eighth_0 n_57 . . v_108 d_eighth_0 n_50 v_108 d_half_0 n_62 v_108 d_eighth_1 n_74 . . v_108 d_eighth_0 n_54 . . v_108 d_eighth_0 n_57 v_108 d_eighth_0 n_74 . . v_108 d_eighth_0 n_62 v_108 d_eighth_0 n_74 . . v_108 d_eighth_0 n_57 v_108 d_eighth_0 n_73 . . v_108 d_eighth_0 n_62 v_108 d_eighth_0 n_74 . . v_108 d_eighth_0 n_49 v_108 d_half_0 n_61 v_108 d_quarter_1 n_76 . . v_108 d_eighth_0 n_54 . . v_108 d_eighth_0 n_57 . . v_108 d_eighth_0 n_61 v_108 d_quarter_0 n_69 . . v_108 d_eighth_0 n_57 . . v_108 d_eighth_0 n_61 . . v_108 d_eighth_0 n_47 v_108 d_half_0 n_59 v_108 d_eighth_0 n_79 . . v_108 d_eighth_0 n_54 v_108 d_eighth_0 n_78 . . v_108 d_eighth_0 n_57 v_108 d_eighth_0 n_79 . . v_108 d_eighth_0 n_59 v_108 d_quarter_0 n_78 . . 
"
-1,piece24,midi/Goldeneye_Caverns_448_512,"t_93 v_72 d_quarter_0 n_48 v_72 d_quarter_0 n_60 v_56 d_16th_0 n_66 . v_52 d_16th_0 n_71 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_71 . v_68 d_eighth_0 n_51 v_68 d_eighth_0 n_63 v_52 d_16th_0 n_66 . v_52 d_16th_0 n_71 . v_68 d_quarter_0 n_51 v_68 d_quarter_0 n_63 v_52 d_16th_0 n_74 . v_52 d_16th_0 n_71 . v_52 d_16th_0 n_66 . v_52 d_16th_0 n_71 . v_68 d_half_0 n_48 v_68 d_half_0 n_60 v_52 d_16th_0 n_74 . v_52 d_16th_0 n_71 . v_52 d_16th_0 n_66 . v_52 d_16th_0 n_71 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_73 . v_56 d_16th_0 n_66 . v_52 d_16th_0 n_71 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_71 . v_68 d_quarter_0 n_52 v_68 d_quarter_0 n_64 v_52 d_16th_0 n_66 . v_52 d_16th_0 n_71 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_71 . v_72 d_eighth_0 n_52 v_72 d_eighth_0 n_64 v_52 d_16th_0 n_66 . v_52 d_16th_0 n_71 . v_68 d_eighth_0 n_51 v_68 d_eighth_0 n_63 v_52 d_16th_0 n_74 . v_52 d_16th_0 n_71 . v_68 d_quarter_0 n_48 v_68 d_quarter_0 n_60 v_52 d_16th_0 n_66 . v_52 d_16th_0 n_71 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_71 . v_72 d_quarter_0 n_52 v_72 d_quarter_0 n_64 v_56 d_16th_0 n_67 . v_52 d_16th_0 n_70 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_70 . v_68 d_eighth_0 n_54 v_68 d_eighth_0 n_66 v_52 d_16th_0 n_67 . v_52 d_16th_0 n_70 . v_68 d_quarter_0 n_54 v_68 d_quarter_0 n_66 v_52 d_16th_0 n_67 . v_52 d_16th_0 n_70 . v_52 d_16th_0 n_67 . v_52 d_16th_0 n_70 . v_68 d_half_0 n_52 v_68 d_half_0 n_64 v_52 d_16th_0 n_74 . v_52 d_16th_0 n_70 . v_52 d_16th_0 n_67 . v_52 d_16th_0 n_70 . v_52 d_16th_0 n_67 . v_52 d_16th_0 n_70 . v_56 d_16th_0 n_67 . v_52 d_16th_0 n_70 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_70 . v_68 d_quarter_0 n_55 v_68 d_quarter_0 n_67 . v_52 d_16th_0 n_70 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_70 . v_72 d_eighth_0 n_55 v_72 d_eighth_0 n_67 . v_52 d_16th_0 n_70 . v_68 d_eighth_0 n_53 v_68 d_eighth_0 n_65 v_52 d_16th_0 n_74 . v_52 d_16th_0 n_70 . v_68 d_quarter_0 n_52 v_68 d_quarter_0 n_64 v_52 d_16th_0 n_67 . v_52 d_16th_0 n_70 . v_52 d_16th_0 n_74 . v_52 d_16th_0 n_70 . 
"
1,piece28,midi/Legend_Of_Zelda_The_Ocarina_Of_Time_SariasSong_0_64,"v_100 d_16th_0 n_53 v_100 d_16th_0 n_65 t_147 . . v_100 d_16th_0 n_57 v_100 d_16th_0 n_60 v_100 d_16th_0 n_69 . . v_100 d_16th_0 n_57 v_100 d_16th_0 n_60 v_100 d_quarter_0 n_71 . . v_100 d_16th_0 n_57 v_100 d_16th_0 n_60 . . v_100 d_16th_0 n_53 v_100 d_16th_0 n_65 . . v_100 d_16th_0 n_57 v_100 d_16th_0 n_60 v_100 d_16th_0 n_69 . . v_100 d_16th_0 n_57 v_100 d_16th_0 n_60 v_100 d_quarter_0 n_71 . . v_100 d_16th_0 n_57 v_100 d_16th_0 n_60 . . v_100 d_16th_0 n_53 v_100 d_16th_0 n_65 . . v_100 d_16th_0 n_57 v_100 d_16th_0 n_60 v_100 d_16th_0 n_69 . . v_100 d_16th_0 n_57 v_100 d_16th_0 n_60 v_100 d_16th_0 n_71 . . v_100 d_16th_0 n_57 v_100 d_16th_0 n_60 v_100 d_16th_0 n_76 . . v_100 d_16th_0 n_53 v_100 d_quarter_0 n_74 . . v_100 d_16th_0 n_57 v_100 d_16th_0 n_60 . . v_100 d_16th_0 n_57 v_100 d_16th_0 n_60 v_100 d_16th_0 n_71 . . v_100 d_16th_0 n_57 v_100 d_16th_0 n_60 v_100 d_16th_0 n_72 . . v_100 d_16th_0 n_48 v_100 d_16th_0 n_71 . . v_100 d_16th_0 n_52 v_100 d_16th_0 n_55 v_100 d_16th_0 n_67 . . v_100 d_16th_0 n_52 v_100 d_16th_0 n_55 v_100 d_half_0 n_64 . . v_100 d_16th_0 n_52 v_100 d_16th_0 n_55 . . v_100 d_16th_0 n_48 . . v_100 d_16th_0 n_52 v_100 d_16th_0 n_55 . . v_100 d_16th_0 n_52 v_100 d_16th_0 n_55 . . v_100 d_16th_0 n_52 v_100 d_16th_0 n_55 v_100 d_16th_0 n_62 . . v_100 d_16th_0 n_48 v_100 d_16th_0 n_64 . . v_100 d_16th_0 n_52 v_100 d_16th_0 n_55 v_100 d_16th_0 n_67 . . v_100 d_16th_0 n_52 v_100 d_16th_0 n_55 v_100 d_half_1 n_64 . . v_100 d_16th_0 n_52 v_100 d_16th_0 n_55 . . v_100 d_16th_0 n_48 . . v_100 d_16th_0 n_52 v_100 d_16th_0 n_55 . . v_100 d_16th_0 n_52 v_100 d_16th_0 n_55 . . v_100 d_16th_0 n_52 v_100 d_16th_0 n_55 . . 
"
1,piece73,midi/Donkey_Kong_Country_2_BayouBoogie_704_752,"t_119 v_96 d_half_1 n_45 v_96 d_16th_0 n_74 . v_96 d_eighth_1 n_76 . . . . . . . . . . . v_96 d_quarter_0 n_45 . . . . v_96 d_half_1 n_48 v_96 d_eighth_0 n_76 . . v_96 d_16th_0 n_81 . v_96 d_eighth_1 n_79 . . . v_96 d_16th_0 n_81 . v_96 d_half_0 n_76 . . . . . v_96 d_quarter_0 n_48 . . . . v_96 d_half_1 n_50 v_96 d_eighth_0 n_76 . . v_96 d_16th_0 n_81 . v_96 d_eighth_1 n_79 . . . v_96 d_16th_0 n_81 . v_96 d_eighth_1 n_84 . . . v_96 d_16th_0 n_83 . v_96 d_eighth_1 n_81 . v_96 d_quarter_0 n_50 . . v_96 d_16th_0 n_74 . v_96 d_16th_0 n_76 . 
"
